,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
21,284.08528475761415,2.8516265393433806,0.09392337799072266,0.02810777120621214,0.1,3,200,0.01,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3455051494858524,-0.3523489662536724,-0.3557302916411818,-0.34501878010693815,-0.34449350631611936,-0.34861933876075285,0.004564218726666753,29,-0.3292987036166238,-0.32808820492188545,-0.32698905317388294,-0.3299841426749004,-0.3298167198481198,-0.3288353648470824,0.0011370616253765955
22,290.43152203559873,7.30506509929433,0.08876852989196778,0.007651374748528033,0.1,3,200,0.1,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.34565521728348947,-0.3516981216688555,-0.35480199694060643,-0.34512850267965534,-0.34502161077573407,-0.3484610898696682,0.004037190907988905,28,-0.32946762529020557,-0.32787323393462736,-0.32653153611343955,-0.3297592265238409,-0.33012738793354796,-0.3287518019591323,0.0013506299468861505
23,301.9431967258453,20.502086953515864,0.08912439346313476,0.011463568307056533,0.1,3,200,1,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 1}",-0.3452320384142992,-0.3531626311194558,-0.35474341239892276,-0.3456832180368943,-0.34446572111448015,-0.34865740421681046,0.004370027152804348,30,-0.32901842944527393,-0.3288489947512525,-0.3267461565067017,-0.33037525407165946,-0.3300210953259524,-0.32900198602016795,0.0012678243117090627
24,243.12101492881774,16.46128817732363,0.09596376419067383,0.04486625366682185,0.1,5,100,0.01,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 0.01}",-0.33944436425808633,-0.346096132403332,-0.35053532009213617,-0.3389416410773988,-0.3395414129404003,-0.3429117741542707,0.004634712782326455,17,-0.30743458857280775,-0.30628657851956465,-0.3069114582447996,-0.30870462649826236,-0.31018063872345586,-0.30790357811177804,0.001388929389571613
25,229.50252466201783,10.059163577292233,0.07197542190551758,0.011952906535612874,0.1,5,100,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 0.1}",-0.34004263336300594,-0.34671541691847185,-0.3495638906169533,-0.3390937261053942,-0.3397903153303703,-0.3430411964668391,0.004270540153393593,19,-0.3074250192128893,-0.3069992776514599,-0.3053634789961653,-0.3091151068029692,-0.30792722413601215,-0.3073660213598991,0.0012265729538810642
26,234.72451314926147,1.4191902936247789,0.10314607620239258,0.05196714097049927,0.1,5,100,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 1}",-0.3399449878039376,-0.3462968648234438,-0.3507135286380443,-0.33933757108886414,-0.3406907329947078,-0.34339673706979956,0.004419503124790605,21,-0.3078899524521934,-0.3076545916304762,-0.30608971846356287,-0.3093042615615508,-0.31086679243144005,-0.30836106330784474,0.0016154477062108907
27,470.85815782546996,5.813720033786811,0.10572447776794433,0.04926675899368018,0.1,5,200,0.01,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3318935359032401,-0.34014333327001156,-0.34251268466120915,-0.3296984398074024,-0.3309153985445044,-0.3350326784372735,0.005240793780607906,4,-0.26122468483976635,-0.2571293189298387,-0.2593985229173879,-0.25728497769842795,-0.2605925442445188,-0.2591260097259879,0.0016736545180323814
28,472.80123715400697,4.366935265393386,0.08541903495788575,0.013127968762931817,0.1,5,200,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.3316282719415827,-0.3397080691487353,-0.34186443160728414,-0.33146395584440075,-0.332711830624914,-0.33547531183338336,0.00441054661385482,6,-0.26061601946918,-0.25632399902353015,-0.2578085050286404,-0.26085098664745227,-0.2593982030092963,-0.25899954263561986,0.0017191205063845864
29,475.2840423107147,18.66209454459406,0.10040273666381835,0.016758220606156678,0.1,5,200,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 1}",-0.331136678383331,-0.33941823304171437,-0.3419162251530498,-0.3313774507048013,-0.3327867813751752,-0.33532707373161436,0.004466912164801384,5,-0.2591498933869971,-0.2569695348170777,-0.25819555886681267,-0.2606151931480554,-0.2618932770070974,-0.2593646914452081,0.0017382338115209345
30,315.2643298625946,2.493531406362269,0.07622551918029785,0.011960652330566751,0.1,7,100,0.01,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 0.01}",-0.33464829102955407,-0.341146967393708,-0.3430790750709852,-0.331658347406724,-0.3323213661529978,-0.3365708094107938,0.004673004850352232,8,-0.24242123727059367,-0.23822427553926787,-0.23734825584645602,-0.24221797101090142,-0.24028683637286732,-0.24009971520801726,0.0020493554710326904
31,321.4421882152557,9.881817008373746,0.09317183494567871,0.019579581316979032,0.1,7,100,0.1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 0.1}",-0.33420437834809863,-0.34097439919445005,-0.3435317911886153,-0.33144478730267113,-0.33327401969854004,-0.336685875146475,0.004701608037906157,9,-0.23946026361780362,-0.23670233958577575,-0.24067325028681147,-0.23877164690638686,-0.2381557113815369,-0.2387526423556629,0.0013228674827699546
32,332.56195588111876,7.102881960354103,0.07920989990234376,0.008565620923870207,0.1,7,100,1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 1}",-0.3321903781837006,-0.3407635833707421,-0.344204664230866,-0.33071699352650086,-0.33059449679237435,-0.3356940232208368,0.00567772795111277,7,-0.24008358437424768,-0.2396625588268717,-0.2408061454076097,-0.23950221742470015,-0.24252689798007723,-0.24051628080270132,0.0011019069714773443
33,627.0683818340301,34.131510564125904,0.09937443733215331,0.019783170660100415,0.1,7,200,0.01,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3285431779483496,-0.335963693067615,-0.3367917690572887,-0.3259076511060853,-0.32664880637688876,-0.33077101951124555,0.004665223577877873,2,-0.1522857234972442,-0.14912170555276577,-0.14758300611218017,-0.14989358476840153,-0.15001845300232444,-0.1497804945865832,0.001523715464111968
34,657.8697891235352,20.192025202047525,0.09636216163635254,0.009752959406672212,0.1,7,200,0.1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.3291610008570264,-0.33726691011908594,-0.33809727507591064,-0.3267509281340959,-0.32673481044342717,-0.3316021849259092,0.0050489744313445715,3,-0.14784788543510244,-0.14487660334353986,-0.14946069626568464,-0.151994418330476,-0.14959788041268024,-0.14875549675749666,0.0023480673735715354
35,625.8741688728333,15.887038966886381,0.09438185691833496,0.014430594553919488,0.1,7,200,1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 1}",-0.32601549191462514,-0.3361878426101422,-0.33918664805639676,-0.32404619964081954,-0.3244881067415199,-0.3299848577927007,0.006393555551335316,1,-0.14881739068094146,-0.14584187827919423,-0.14814231590895105,-0.14831853091852215,-0.15242700533987968,-0.14870942422549774,0.002122700886691613
36,134.6783181667328,2.1786146734224423,0.07178568840026855,0.010713792886044841,0.25,3,100,0.01,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.01}",-0.34540149866121644,-0.35143687029668164,-0.35656919977032936,-0.34356377695588797,-0.34420780213853525,-0.34823582956453014,0.005015540508215666,27,-0.3229881362520234,-0.3196642383734499,-0.3193374161945597,-0.3217615695975517,-0.3230428807920742,-0.3213588482419318,0.0015881196219768119
37,136.2872299194336,1.9297651662851654,0.06021242141723633,0.002773187617913212,0.25,3,100,0.1,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.1}",-0.3449360191143535,-0.35215113215662897,-0.3558719968995836,-0.3429091092451659,-0.3439037416612429,-0.347954399815395,0.005123949968681829,26,-0.32289350930631827,-0.32029626514097664,-0.3188306369961731,-0.3214748770605651,-0.321864548502999,-0.3210719674014064,0.0013952642681337645
